	sample	group	taxonomy_level	alpha_diversity
545	SAMEA2042111	D043183	species	2.56404336913173
546	SAMEA2042112	D043183	kingdom	0.0
547	SAMEA2042112	D043183	phylum	0.945770737874068
548	SAMEA2042112	D043183	class	1.20830094278167
549	SAMEA2042112	D043183	order	1.20900031627374
550	SAMEA2042112	D043183	family	1.39420268273377
551	SAMEA2042112	D043183	genus	1.63087154801966
552	SAMEA2042112	D043183	species	2.40674116453863
553	SAMEA2042113	D043183	kingdom	0.0
554	SAMEA2042113	D043183	phylum	0.622310337340867
555	SAMEA2042113	D043183	class	0.763749640306309
556	SAMEA2042113	D043183	order	0.763860337912279
557	SAMEA2042113	D043183	family	1.04404692566563
558	SAMEA2042113	D043183	genus	1.26758901977678
559	SAMEA2042113	D043183	species	2.06887768215799
560	SAMEA2042114	D006262	kingdom	0.277285413077717
561	SAMEA2042114	D006262	phylum	1.22296996042189
562	SAMEA2042114	D006262	class	1.40566537591747
563	SAMEA2042114	D006262	order	1.41378082319071
564	SAMEA2042114	D006262	family	2.18306597480794
565	SAMEA2042114	D006262	genus	2.82956914854644
566	SAMEA2042114	D006262	species	3.57268803619865
567	SAMEA2042115	D006262	kingdom	0.0
568	SAMEA2042115	D006262	phylum	0.818546789033844
569	SAMEA2042115	D006262	class	0.965179110328882
570	SAMEA2042115	D006262	order	0.974015395163787
571	SAMEA2042115	D006262	family	2.01902894073828
572	SAMEA2042115	D006262	genus	2.60745272793795
573	SAMEA2042115	D006262	species	3.50381674762491
574	SAMEA2042191	D006262	kingdom	0.0
575	SAMEA2042191	D006262	phylum	0.839458045473209
576	SAMEA2042191	D006262	class	1.14738054530202
577	SAMEA2042191	D006262	order	1.14758224299699
578	SAMEA2042191	D006262	family	1.88103115028957
579	SAMEA2042191	D006262	genus	2.27963816480316
580	SAMEA2042191	D006262	species	3.30736838613973
581	SAMEA2042192	D006262	kingdom	0.0
582	SAMEA2042192	D006262	phylum	0.77718261258115
583	SAMEA2042192	D006262	class	0.928228122134425
584	SAMEA2042192	D006262	order	0.929904692567166
585	SAMEA2042192	D006262	family	1.51914364532965
586	SAMEA2042192	D006262	genus	2.03408685600102
587	SAMEA2042192	D006262	species	3.03263819407614
588	SAMEA2042193	D006262	kingdom	0.0115920448863104
589	SAMEA2042193	D006262	phylum	0.97884928280479
590	SAMEA2042193	D006262	class	0.995674425431575
591	SAMEA2042193	D006262	order	0.995674425431575
592	SAMEA2042193	D006262	family	1.73366586881295
593	SAMEA2042193	D006262	genus	2.35611453512708
594	SAMEA2042193	D006262	species	3.04085672983274
595	SAMEA2042194	D006262	kingdom	0.0
596	SAMEA2042194	D006262	phylum	1.00926653516259
597	SAMEA2042194	D006262	class	1.03958105406054
598	SAMEA2042194	D006262	order	1.03958105406054
599	SAMEA2042194	D006262	family	1.78048260080191
600	SAMEA2042194	D006262	genus	2.1009446097032
601	SAMEA2042194	D006262	species	2.80605268152633
602	SAMEA2042195	D006262	kingdom	0.0
603	SAMEA2042195	D006262	phylum	0.696843049711514
604	SAMEA2042195	D006262	class	0.757543073670082
605	SAMEA2042195	D006262	order	0.757543073670082
606	SAMEA2042195	D006262	family	1.40396687958124
607	SAMEA2042195	D006262	genus	1.84550902447816
608	SAMEA2042195	D006262	species	2.37430304823873
609	SAMEA2042196	D006262	kingdom	0.0
610	SAMEA2042196	D006262	phylum	0.733240304692288
611	SAMEA2042196	D006262	class	0.792450670096508
612	SAMEA2042196	D006262	order	0.792450670096508
613	SAMEA2042196	D006262	family	1.44333064267256
614	SAMEA2042196	D006262	genus	2.00229147694732
615	SAMEA2042196	D006262	species	2.84902229380682
616	SAMEA2042197	D006262	kingdom	0.0
617	SAMEA2042197	D006262	phylum	0.705523899693909
618	SAMEA2042197	D006262	class	0.927592052918182
619	SAMEA2042197	D006262	order	0.927592052918182
620	SAMEA2042197	D006262	family	1.6967186641835
621	SAMEA2042197	D006262	genus	2.42718805642628
622	SAMEA2042197	D006262	species	3.1060338944924
623	SAMEA2042198	D006262	kingdom	0.0
624	SAMEA2042198	D006262	phylum	0.686022760391935
625	SAMEA2042198	D006262	class	0.873195894515109
626	SAMEA2042198	D006262	order	0.876519369552303
627	SAMEA2042198	D006262	family	2.04144868545551
628	SAMEA2042198	D006262	genus	2.54649552380693
629	SAMEA2042198	D006262	species	3.08681937728924
630	SAMEA2042199	D006262	kingdom	0.0
631	SAMEA2042199	D006262	phylum	0.731513017619662
632	SAMEA2042199	D006262	class	0.839318815286852
633	SAMEA2042199	D006262	order	0.839318815286852
634	SAMEA2042199	D006262	family	1.65884368477276
635	SAMEA2042199	D006262	genus	2.0243183161083
636	SAMEA2042199	D006262	species	3.06849457370315
637	SAMEA2042200	D006262	kingdom	0.0
638	SAMEA2042200	D006262	phylum	0.577804473365381
639	SAMEA2042200	D006262	class	0.615292610990177
640	SAMEA2042200	D006262	order	0.615292610990177
641	SAMEA2042200	D006262	family	1.43346624389957
642	SAMEA2042200	D006262	genus	1.6741315609715
643	SAMEA2042200	D006262	species	2.42345653571666
644	SAMEA2042201	D006262	kingdom	0.0056480420570271
645	SAMEA2042201	D006262	phylum	0.68993778749876
646	SAMEA2042201	D006262	class	0.825678958121996
647	SAMEA2042201	D006262	order	0.825810375817489
648	SAMEA2042201	D006262	family	1.53773302317958
649	SAMEA2042201	D006262	genus	2.01162423447925
650	SAMEA2042201	D006262	species	2.48844952189597
651	SAMEA2042202	D006262	kingdom	0.0073171581023769
652	SAMEA2042202	D006262	phylum	0.702530733593692
653	SAMEA2042202	D006262	class	0.781456784833129
654	SAMEA2042202	D006262	order	0.781456784833129
655	SAMEA2042202	D006262	family	1.47413962400556
656	SAMEA2042202	D006262	genus	1.76268069420998
657	SAMEA2042202	D006262	species	2.69972715489454
658	SAMEA2042203	D006262	kingdom	0.0059587810294227
659	SAMEA2042203	D006262	phylum	0.718796917109902
660	SAMEA2042203	D006262	class	0.94666602556646
661	SAMEA2042203	D006262	order	0.964747074615033
662	SAMEA2042203	D006262	family	2.01817489542951
663	SAMEA2042203	D006262	genus	2.77214188531513
664	SAMEA2042203	D006262	species	3.45789624348381
665	SAMEA2042204	D006262	kingdom	0.0329026342867845
666	SAMEA2042204	D006262	phylum	0.513100379977699
667	SAMEA2042204	D006262	class	0.798544141802785
668	SAMEA2042204	D006262	order	0.80047533084301
669	SAMEA2042204	D006262	family	1.77972999877964
670	SAMEA2042204	D006262	genus	2.47719633027792
671	SAMEA2042204	D006262	species	2.99735980567899
672	SAMEA2042205	D006262	kingdom	0.0195071699261108
673	SAMEA2042205	D006262	phylum	0.968741509465716
674	SAMEA2042205	D006262	class	1.23266506150975
675	SAMEA2042205	D006262	order	1.23399036573779
676	SAMEA2042205	D006262	family	1.93724676446222
677	SAMEA2042205	D006262	genus	2.56896882701175
678	SAMEA2042205	D006262	species	3.19228325658134
679	SAMEA2042206	D006262	kingdom	0.0
680	SAMEA2042206	D006262	phylum	0.702090433009754
681	SAMEA2042206	D006262	class	0.792126363466168
682	SAMEA2042206	D006262	order	0.795267692927926
683	SAMEA2042206	D006262	family	1.79373388695089
684	SAMEA2042206	D006262	genus	2.31365391079596
685	SAMEA2042206	D006262	species	3.08735370449988
686	SAMEA2042215	D043183	kingdom	0.0
687	SAMEA2042215	D043183	phylum	0.713217746428196
688	SAMEA2042215	D043183	class	0.788690858902494
689	SAMEA2042215	D043183	order	0.789715038953413
690	SAMEA2042215	D043183	family	1.25756221920025
691	SAMEA2042215	D043183	genus	1.32237948086398
692	SAMEA2042215	D043183	species	2.69093834782957
693	SAMEA2042216	D043183	kingdom	0.0
694	SAMEA2042216	D043183	phylum	0.521286710414863
695	SAMEA2042216	D043183	class	0.591962110791391
696	SAMEA2042216	D043183	order	0.594356943209935
697	SAMEA2042216	D043183	family	1.25437189707336
698	SAMEA2042216	D043183	genus	1.39059462927437
699	SAMEA2042216	D043183	species	2.6552576294485
700	SAMEA2042217	D006262	kingdom	0.0006617999123063
701	SAMEA2042217	D006262	phylum	0.576650778650382
702	SAMEA2042217	D006262	class	0.818674782374558
703	SAMEA2042217	D006262	order	0.831290256379705
704	SAMEA2042217	D006262	family	1.6291238732731
705	SAMEA2042217	D006262	genus	2.60524833995097
706	SAMEA2042217	D006262	species	3.32212362310222
707	SAMEA2042218	D006262	kingdom	0.0
708	SAMEA2042218	D006262	phylum	0.298850570917194
709	SAMEA2042218	D006262	class	0.324036955992607
710	SAMEA2042218	D006262	order	0.324036955992607
711	SAMEA2042218	D006262	family	1.24005404112553
712	SAMEA2042218	D006262	genus	1.3854176061304
713	SAMEA2042218	D006262	species	1.8867874650797
714	SAMEA2042219	D006262	kingdom	0.0009491671182752
715	SAMEA2042219	D006262	phylum	0.719380205591726
716	SAMEA2042219	D006262	class	0.840261468557461
717	SAMEA2042219	D006262	order	0.846833908106258
718	SAMEA2042219	D006262	family	1.78298502689725
719	SAMEA2042219	D006262	genus	2.49579013534999
720	SAMEA2042219	D006262	species	3.40624842506162
721	SAMEA2042220	D006262	kingdom	0.0
722	SAMEA2042220	D006262	phylum	0.714309359149882
723	SAMEA2042220	D006262	class	0.820369218288043
724	SAMEA2042220	D006262	order	0.821981420818481
725	SAMEA2042220	D006262	family	1.4954440690913
726	SAMEA2042220	D006262	genus	1.8735810086593
727	SAMEA2042220	D006262	species	2.90194464552905
728	SAMEA2042221	D006262	kingdom	0.0429469235291302
729	SAMEA2042221	D006262	phylum	0.873577817573574
730	SAMEA2042221	D006262	class	1.10078002279668
731	SAMEA2042221	D006262	order	1.10975744080173
732	SAMEA2042221	D006262	family	2.11492512790037
733	SAMEA2042221	D006262	genus	2.70467950303185
734	SAMEA2042221	D006262	species	3.64381918795381
735	SAMEA2042222	D006262	kingdom	0.0
736	SAMEA2042222	D006262	phylum	1.04677866700113
737	SAMEA2042222	D006262	class	1.52968276108189
738	SAMEA2042222	D006262	order	1.5458716847818
739	SAMEA2042222	D006262	family	2.21173157004022
740	SAMEA2042222	D006262	genus	2.7118235826137
741	SAMEA2042222	D006262	species	3.26902383448118
742	SAMEA2042223	D006262	kingdom	0.018508761667391
743	SAMEA2042223	D006262	phylum	0.793483965191567
744	SAMEA2042223	D006262	class	0.921452258453792
745	SAMEA2042223	D006262	order	0.927676908614151
746	SAMEA2042223	D006262	family	1.66519736813892
747	SAMEA2042223	D006262	genus	2.1773206940527
748	SAMEA2042223	D006262	species	2.55311178358052
749	SAMEA2042224	D043183	kingdom	0.000328861733709
750	SAMEA2042224	D043183	phylum	0.897785063676394
751	SAMEA2042224	D043183	class	1.081302030639
752	SAMEA2042224	D043183	order	1.08168485245554
753	SAMEA2042224	D043183	family	1.12140134548885
754	SAMEA2042224	D043183	genus	1.41028923785957
755	SAMEA2042224	D043183	species	2.0274900655057
756	SAMEA2042225	D043183	kingdom	9.24582667099071e-05
757	SAMEA2042225	D043183	phylum	0.734118653885324
758	SAMEA2042225	D043183	class	0.957546866753578
759	SAMEA2042225	D043183	order	0.957601948432033
760	SAMEA2042225	D043183	family	1.11290602225461
761	SAMEA2042225	D043183	genus	2.25901871254443
762	SAMEA2042225	D043183	species	2.4944116998122
763	SAMEA2042226	D006262	kingdom	0.0003675426605754
764	SAMEA2042226	D006262	phylum	0.917528342676312
765	SAMEA2042226	D006262	class	1.06024726100383
766	SAMEA2042226	D006262	order	1.07482547536336
767	SAMEA2042226	D006262	family	1.56113373227269
768	SAMEA2042226	D006262	genus	2.54223921249121
769	SAMEA2042226	D006262	species	2.9919917748014
770	SAMEA2042280	D006262	kingdom	0.0089166677576789
771	SAMEA2042280	D006262	phylum	0.54512211447553
772	SAMEA2042280	D006262	class	0.577998956143431
773	SAMEA2042280	D006262	order	0.578786823140439
774	SAMEA2042280	D006262	family	0.940224909905497
775	SAMEA2042280	D006262	genus	1.12326769519465
776	SAMEA2042280	D006262	species	1.2189092037425
777	SAMEA2042281	D006262	kingdom	0.0
778	SAMEA2042281	D006262	phylum	0.816662540213459
779	SAMEA2042281	D006262	class	0.982941023553445
780	SAMEA2042281	D006262	order	0.983720791194916
781	SAMEA2042281	D006262	family	1.75523592835258
782	SAMEA2042281	D006262	genus	2.21792394616066
783	SAMEA2042281	D006262	species	2.74618135835539
784	SAMEA2042282	D006262	kingdom	0.0
785	SAMEA2042282	D006262	phylum	0.741511754188512
786	SAMEA2042282	D006262	class	1.0806878298428
787	SAMEA2042282	D006262	order	1.08650299850087
788	SAMEA2042282	D006262	family	1.98614534509892
789	SAMEA2042282	D006262	genus	2.31943749049316
790	SAMEA2042282	D006262	species	3.26601517920105
791	SAMEA2042283	D006262	kingdom	0.0077909561089428
792	SAMEA2042283	D006262	phylum	0.780318050206613
793	SAMEA2042283	D006262	class	0.913830275746806
794	SAMEA2042283	D006262	order	0.920989075888986
795	SAMEA2042283	D006262	family	1.41136909131338
796	SAMEA2042283	D006262	genus	1.80502619311689
797	SAMEA2042283	D006262	species	2.70182624183581
798	SAMEA2042284	D006262	kingdom	0.0137553850687712
799	SAMEA2042284	D006262	phylum	0.709313853122553
800	SAMEA2042284	D006262	class	0.858634112273749
801	SAMEA2042284	D006262	order	0.890175834653155
802	SAMEA2042284	D006262	family	1.30574337836622
803	SAMEA2042284	D006262	genus	1.65368397726913
804	SAMEA2042284	D006262	species	2.06709615697357
805	SAMEA2042285	D006262	kingdom	0.0
806	SAMEA2042285	D006262	phylum	0.628653821450171
807	SAMEA2042285	D006262	class	0.831894700224678
808	SAMEA2042285	D006262	order	0.833020330685571
809	SAMEA2042285	D006262	family	1.5978020076039
810	SAMEA2042285	D006262	genus	1.8828246926433
811	SAMEA2042285	D006262	species	2.16603803486261
812	SAMEA2042286	D006262	kingdom	0.0044632978241724
813	SAMEA2042286	D006262	phylum	0.712656742795329
814	SAMEA2042286	D006262	class	0.978550369496283
815	SAMEA2042286	D006262	order	1.0044510182655
816	SAMEA2042286	D006262	family	1.90871713887307
817	SAMEA2042286	D006262	genus	2.83688087043057
818	SAMEA2042286	D006262	species	3.58414345836455
819	SAMEA2042287	D006262	kingdom	0.062220915549138
820	SAMEA2042287	D006262	phylum	0.894077341228204
821	SAMEA2042287	D006262	class	1.06778663884528
822	SAMEA2042287	D006262	order	1.06778663884528
823	SAMEA2042287	D006262	family	1.93057804214069
824	SAMEA2042287	D006262	genus	2.50934910740496
825	SAMEA2042287	D006262	species	3.48214033926643
826	SAMEA2042288	D006262	kingdom	0.0
827	SAMEA2042288	D006262	phylum	0.482494478104441
828	SAMEA2042288	D006262	class	0.555582246593519
829	SAMEA2042288	D006262	order	0.568852476854687
830	SAMEA2042288	D006262	family	1.56547459148287
831	SAMEA2042288	D006262	genus	2.02294505349479
832	SAMEA2042288	D006262	species	2.62615089080885
833	SAMEA2042289	D006262	kingdom	0.0010210285765192
834	SAMEA2042289	D006262	phylum	0.73761442411551
835	SAMEA2042289	D006262	class	0.821120144286143
836	SAMEA2042289	D006262	order	0.821120144286143
837	SAMEA2042289	D006262	family	1.58261288455222
838	SAMEA2042289	D006262	genus	2.08009360272977
839	SAMEA2042289	D006262	species	3.14099382804684
840	SAMEA2042290	D006262	kingdom	0.0
841	SAMEA2042290	D006262	phylum	0.749988453288225
842	SAMEA2042290	D006262	class	0.96827942489792
843	SAMEA2042290	D006262	order	0.96856619585756
844	SAMEA2042290	D006262	family	1.87988891737925
845	SAMEA2042290	D006262	genus	2.55336883612691
846	SAMEA2042290	D006262	species	3.2724017375858
847	SAMEA2042292	D006262	kingdom	0.0653955984573203
848	SAMEA2042292	D006262	phylum	0.963563859832325
849	SAMEA2042292	D006262	class	1.24220327897755
850	SAMEA2042292	D006262	order	1.24516314384604
851	SAMEA2042292	D006262	family	2.13485974684012
852	SAMEA2042292	D006262	genus	2.51904514079133
853	SAMEA2042292	D006262	species	3.22454314628884
854	SAMEA2042293	D006262	kingdom	0.0
855	SAMEA2042293	D006262	phylum	0.561016481857396
856	SAMEA2042293	D006262	class	0.669674409731866
857	SAMEA2042293	D006262	order	0.673859931069706
858	SAMEA2042293	D006262	family	1.2581001030717
859	SAMEA2042293	D006262	genus	1.38470195773708
860	SAMEA2042293	D006262	species	2.23143474275552
861	SAMEA2042294	D006262	kingdom	0.0
862	SAMEA2042294	D006262	phylum	0.678923112723089
863	SAMEA2042294	D006262	class	0.770341367644688
864	SAMEA2042294	D006262	order	0.772186670928183
865	SAMEA2042294	D006262	family	1.98481975147556
866	SAMEA2042294	D006262	genus	2.6090622726392
867	SAMEA2042294	D006262	species	3.0042389719509
868	SAMEA2042295	D006262	kingdom	0.0226185838664314
869	SAMEA2042295	D006262	phylum	0.890958635214724
870	SAMEA2042295	D006262	class	0.990231764525161
871	SAMEA2042295	D006262	order	0.994547023141541
872	SAMEA2042295	D006262	family	1.54434083439019
873	SAMEA2042295	D006262	genus	2.28959000682851
874	SAMEA2042295	D006262	species	2.63582216687391
875	SAMEA2042296	D006262	kingdom	0.0
876	SAMEA2042296	D006262	phylum	0.632836299728143
877	SAMEA2042296	D006262	class	0.681772928601536
878	SAMEA2042296	D006262	order	0.681772928601536
879	SAMEA2042296	D006262	family	1.56197368007063
880	SAMEA2042296	D006262	genus	1.86929563340361
881	SAMEA2042296	D006262	species	2.21410614378212
882	SAMEA2042297	D006262	kingdom	0.110538682126247
883	SAMEA2042297	D006262	phylum	0.828813641034923
884	SAMEA2042297	D006262	class	1.17579171192462
885	SAMEA2042297	D006262	order	1.19567482328599
886	SAMEA2042297	D006262	family	2.36662695386183
887	SAMEA2042297	D006262	genus	2.74243566987876
888	SAMEA2042297	D006262	species	3.20007161134851
889	SAMEA2042298	D006262	kingdom	0.0160804327046424
890	SAMEA2042298	D006262	phylum	0.890346650009638
891	SAMEA2042298	D006262	class	0.97939920327197
892	SAMEA2042298	D006262	order	0.97939920327197
893	SAMEA2042298	D006262	family	2.03188473475032
894	SAMEA2042298	D006262	genus	2.437144540707
895	SAMEA2042298	D006262	species	3.30810127539903
896	SAMEA2042299	D006262	kingdom	0.0
897	SAMEA2042299	D006262	phylum	0.660308088100529
898	SAMEA2042299	D006262	class	0.694738626755508
899	SAMEA2042299	D006262	order	0.694738626755508
900	SAMEA2042299	D006262	family	1.63815911234755
901	SAMEA2042299	D006262	genus	2.00874881891861
902	SAMEA2042299	D006262	species	2.94815939110026
903	SAMEA2042300	D006262	kingdom	0.0
904	SAMEA2042300	D006262	phylum	0.559016015703642
905	SAMEA2042300	D006262	class	0.637007250187268
906	SAMEA2042300	D006262	order	0.637007250187268
907	SAMEA2042300	D006262	family	1.14310654092756
908	SAMEA2042300	D006262	genus	1.43869251657555
909	SAMEA2042300	D006262	species	1.96234611784649
910	SAMEA2042301	D006262	kingdom	0.0
911	SAMEA2042301	D006262	phylum	0.783853144513138
912	SAMEA2042301	D006262	class	0.909120033107961
913	SAMEA2042301	D006262	order	0.909120033107961
914	SAMEA2042301	D006262	family	1.91814447086614
915	SAMEA2042301	D006262	genus	2.54962995966564
916	SAMEA2042301	D006262	species	2.9374541350587
917	SAMEA2042302	D006262	kingdom	0.0261022414785983
918	SAMEA2042302	D006262	phylum	0.656721133937113
919	SAMEA2042302	D006262	class	0.730922611912335
920	SAMEA2042302	D006262	order	0.730922611912335
921	SAMEA2042302	D006262	family	1.21758735295105
922	SAMEA2042302	D006262	genus	1.79321292541705
923	SAMEA2042302	D006262	species	2.53594059439051
924	SAMEA2042303	D006262	kingdom	0.0080045406150507
925	SAMEA2042303	D006262	phylum	0.732052345808915
926	SAMEA2042303	D006262	class	0.885807547778616
927	SAMEA2042303	D006262	order	0.885807547778616
928	SAMEA2042303	D006262	family	1.91784029051698
929	SAMEA2042303	D006262	genus	2.31546974830171
930	SAMEA2042303	D006262	species	3.17983729743403
931	SAMEA2042304	D006262	kingdom	0.0
932	SAMEA2042304	D006262	phylum	0.879538242599075
933	SAMEA2042304	D006262	class	1.12458923661916
934	SAMEA2042304	D006262	order	1.13117991777323
935	SAMEA2042304	D006262	family	2.12785856359273
936	SAMEA2042304	D006262	genus	2.39930264760382
937	SAMEA2042304	D006262	species	3.13317516580407
938	SAMEA2042360	D006262	kingdom	0.0333083915583664
939	SAMEA2042360	D006262	phylum	0.794476666223319
940	SAMEA2042360	D006262	class	1.42295899989913
941	SAMEA2042360	D006262	order	1.45616583397835
942	SAMEA2042360	D006262	family	2.3579751867217
943	SAMEA2042360	D006262	genus	2.72387423587837
944	SAMEA2042360	D006262	species	3.22263527265452
945	SAMEA2042361	D006262	kingdom	0.0
946	SAMEA2042361	D006262	phylum	0.69442409074523
947	SAMEA2042361	D006262	class	0.750536675471308
948	SAMEA2042361	D006262	order	0.753324383506395
949	SAMEA2042361	D006262	family	1.24594682861628
950	SAMEA2042361	D006262	genus	1.51825494813669
951	SAMEA2042361	D006262	species	2.67824492422077
952	SAMEA2042362	D006262	kingdom	0.1956084904099
953	SAMEA2042362	D006262	phylum	0.97301774161572
954	SAMEA2042362	D006262	class	1.15054756715114
955	SAMEA2042362	D006262	order	1.15097659104366
956	SAMEA2042362	D006262	family	1.94479842922316
957	SAMEA2042362	D006262	genus	2.43260708379911
958	SAMEA2042362	D006262	species	3.21501457090603
959	SAMEA2042363	D006262	kingdom	0.0818324045048346
960	SAMEA2042363	D006262	phylum	0.963121041945925
961	SAMEA2042363	D006262	class	1.35612019767648
962	SAMEA2042363	D006262	order	1.39200639458062
963	SAMEA2042363	D006262	family	2.57413880010183
964	SAMEA2042363	D006262	genus	2.90649647978456
965	SAMEA2042363	D006262	species	3.34233225867142
966	SAMEA2042364	D006262	kingdom	0.0373101408522404
967	SAMEA2042364	D006262	phylum	1.11199122331868
968	SAMEA2042364	D006262	class	1.31687376394605
969	SAMEA2042364	D006262	order	1.32343764339289
970	SAMEA2042364	D006262	family	2.14192724525246
971	SAMEA2042364	D006262	genus	2.40819575721232
972	SAMEA2042364	D006262	species	3.23433085018222
973	SAMEA2042365	D006262	kingdom	0.0020542511792931
974	SAMEA2042365	D006262	phylum	0.996047606522295
975	SAMEA2042365	D006262	class	1.20894942915855
976	SAMEA2042365	D006262	order	1.2091629061768
977	SAMEA2042365	D006262	family	2.10954436392867
978	SAMEA2042365	D006262	genus	2.50576903941421
979	SAMEA2042365	D006262	species	3.27203210585073
980	SAMEA2042366	D006262	kingdom	0.0
981	SAMEA2042366	D006262	phylum	0.95348792708231
982	SAMEA2042366	D006262	class	1.15153698824557
983	SAMEA2042366	D006262	order	1.15670286342869
984	SAMEA2042366	D006262	family	2.15529734567854
985	SAMEA2042366	D006262	genus	2.59551584298491
986	SAMEA2042366	D006262	species	3.23680254355505
987	SAMEA2042367	D006262	kingdom	0.0
988	SAMEA2042367	D006262	phylum	0.662130483614258
989	SAMEA2042367	D006262	class	0.759986077239176
990	SAMEA2042367	D006262	order	0.760562456159029
991	SAMEA2042367	D006262	family	1.61628026315926
992	SAMEA2042367	D006262	genus	1.91020082152365
993	SAMEA2042367	D006262	species	2.86796154098126
994	SAMEA2042368	D006262	kingdom	0.0069423941408522
995	SAMEA2042368	D006262	phylum	0.864304319631078
996	SAMEA2042368	D006262	class	1.04441445024944
997	SAMEA2042368	D006262	order	1.04700399967961
998	SAMEA2042368	D006262	family	2.09272584856095
999	SAMEA2042368	D006262	genus	2.52444123733135
1000	SAMEA2042368	D006262	species	3.26574461080004
1001	SAMEA2042369	D006262	kingdom	0.0
1002	SAMEA2042369	D006262	phylum	0.444081779299231
1003	SAMEA2042369	D006262	class	0.552992723979521
1004	SAMEA2042369	D006262	order	0.556993864262354
1005	SAMEA2042369	D006262	family	1.25751413787499
1006	SAMEA2042369	D006262	genus	1.43271496534407
1007	SAMEA2042369	D006262	species	1.74441252170098
1008	SAMEA2042371	D006262	kingdom	0.0
1009	SAMEA2042371	D006262	phylum	0.741553373563736
1010	SAMEA2042371	D006262	class	0.821101215283595
1011	SAMEA2042371	D006262	order	0.824645657710672
1012	SAMEA2042371	D006262	family	1.67012812212757
1013	SAMEA2042371	D006262	genus	2.25645681295852
1014	SAMEA2042371	D006262	species	2.8520718143043
1015	SAMEA2042372	D006262	kingdom	0.0
1016	SAMEA2042372	D006262	phylum	0.708999619645125
1017	SAMEA2042372	D006262	class	0.763877162313221
1018	SAMEA2042372	D006262	order	0.769349181461245
1019	SAMEA2042372	D006262	family	1.85938903320182
1020	SAMEA2042372	D006262	genus	2.07716751932018
1021	SAMEA2042372	D006262	species	2.70051281618892
1022	SAMEA2042373	D006262	kingdom	0.0145679993101008
1023	SAMEA2042373	D006262	phylum	0.756479045335763
1024	SAMEA2042373	D006262	class	0.808928736928008
1025	SAMEA2042373	D006262	order	0.810391645588453
1026	SAMEA2042373	D006262	family	1.95062279600575
1027	SAMEA2042373	D006262	genus	2.37635716066123
1028	SAMEA2042373	D006262	species	3.09992189469902
1029	SAMEA2042374	D006262	kingdom	0.0871613375783372
1030	SAMEA2042374	D006262	phylum	1.01526845211199
1031	SAMEA2042374	D006262	class	1.50495975296635
1032	SAMEA2042374	D006262	order	1.51822985543321
1033	SAMEA2042374	D006262	family	2.48056447194235
1034	SAMEA2042374	D006262	genus	2.89293464422563
1035	SAMEA2042374	D006262	species	3.44570388617843
1036	SAMEA2042375	D006262	kingdom	0.0
1037	SAMEA2042375	D006262	phylum	0.778473678883981
1038	SAMEA2042375	D006262	class	1.04860192370481
1039	SAMEA2042375	D006262	order	1.05430917554904
1040	SAMEA2042375	D006262	family	1.94093327184386
1041	SAMEA2042375	D006262	genus	2.56220643808344
1042	SAMEA2042375	D006262	species	2.8952316523634
1043	SAMEA2042376	D006262	kingdom	0.0055297344910293
1044	SAMEA2042376	D006262	phylum	0.668633018951841
1045	SAMEA2042376	D006262	class	0.677065230779342
1046	SAMEA2042376	D006262	order	0.677253830336426
1047	SAMEA2042376	D006262	family	1.65647794924437
1048	SAMEA2042376	D006262	genus	1.94001958107608
1049	SAMEA2042376	D006262	species	2.45559704934298
1050	SAMEA2042377	D006262	kingdom	0.0
1051	SAMEA2042377	D006262	phylum	0.775176891113879
1052	SAMEA2042377	D006262	class	0.86238481166088
1053	SAMEA2042377	D006262	order	0.86238481166088
1054	SAMEA2042377	D006262	family	1.25095555210472
1055	SAMEA2042377	D006262	genus	1.52039671243944
1056	SAMEA2042377	D006262	species	2.56997419936161
1057	SAMEA2042378	D006262	kingdom	0.0
1058	SAMEA2042378	D006262	phylum	0.778001129448405
1059	SAMEA2042378	D006262	class	1.02785280209335
1060	SAMEA2042378	D006262	order	1.06522991965635
1061	SAMEA2042378	D006262	family	1.63177237827582
1062	SAMEA2042378	D006262	genus	2.15331871514195
1063	SAMEA2042378	D006262	species	3.23760874102263
1064	SAMEA2042379	D006262	kingdom	0.0
1065	SAMEA2042379	D006262	phylum	0.800190733031503
1066	SAMEA2042379	D006262	class	0.923152251091473
1067	SAMEA2042379	D006262	order	0.923152251091473
1068	SAMEA2042379	D006262	family	1.87731717556756
1069	SAMEA2042379	D006262	genus	2.40155164083652
1070	SAMEA2042379	D006262	species	2.76205033681364
1071	SAMEA2042380	D006262	kingdom	0.0081734251906727
1072	SAMEA2042380	D006262	phylum	0.625178366276265
1073	SAMEA2042380	D006262	class	0.761239005768971
1074	SAMEA2042380	D006262	order	0.770899857855042
1075	SAMEA2042380	D006262	family	1.65485782721169
1076	SAMEA2042380	D006262	genus	1.95062786740972
1077	SAMEA2042380	D006262	species	2.54365570636289
1078	SAMEA2042381	D006262	kingdom	0.0
1079	SAMEA2042381	D006262	phylum	0.690097570023366
1080	SAMEA2042381	D006262	class	0.811278872716041
1081	SAMEA2042381	D006262	order	0.812813892564872
1082	SAMEA2042381	D006262	family	1.46361502057942
1083	SAMEA2042381	D006262	genus	1.91319083950959
1084	SAMEA2042381	D006262	species	2.95867780352386
1085	SAMEA2042382	D006262	kingdom	0.0025191194882795
1086	SAMEA2042382	D006262	phylum	0.683755305786369
