sample,receptor,insert_locus,donor,delete_start,delete_end,reverse_flag
SAMEA2161311,MGYG000004250_50,3314,MGYG000000141_1,681932,735960,False
SAMEA2161372,MGYG000002651_3,617,MGYG000000022_1,151600,154402,True
SAMEA2161372,MGYG000001365_15,62695,MGYG000001858_14,36330,37865,False
SAMEA2161372,MGYG000001365_10,1536,MGYG000001858_14,36330,37865,False
SAMEA2161372,MGYG000001346_15,873102,MGYG000000224_1,464941,469916,True
SAMEA2161372,MGYG000001246_12,93046,MGYG000000242_7,15093,15882,False
SAMEA2161372,MGYG000003192_180,219,MGYG000002478_1,46220,4229658,True
SAMEA2161657,MGYG000001345_36,800641,MGYG000002171_23,4784,6093,True
SAMEA2161657,MGYG000001378_3,635425,MGYG000002171_23,4782,6089,True
SAMEA2161657,MGYG000002281_2,142994,MGYG000002171_23,4781,6089,True
SAMEA2161876,MGYG000000370_8,41966,MGYG000001632_43,1060,2787,False
SAMEA2161876,MGYG000000429_1,190774,MGYG000000836_9,12375,12962,True
SAMEA2161876,MGYG000000606_2,289597,MGYG000000584_72,5494,7450,False
SAMEA2161876,MGYG000000730_24,12751,MGYG000000574_749,765,2042,False
SAMEA2161897,MGYG000000154_1,1486531,MGYG000000139_1,505623,530121,True
SAMEA2161897,MGYG000000567_1,71347,MGYG000001900_33,8319,9990,True
SAMEA2162036,MGYG000000003_2,439503,MGYG000003084_128,577,1931,False
SAMEA2162036,MGYG000004245_3,186439,MGYG000004551_4,91994,92839,True
SAMEA2162036,MGYG000004526_21,38497,MGYG000000550_1,207,44830,False
SAMEA2162036,MGYG000002203_4,16850,MGYG000003084_128,574,1931,False
SAMEA2162036,MGYG000004438_6,81326,MGYG000004231_20,27913,29572,True
SAMEA2162036,MGYG000000105_2,172892,MGYG000001345_36,402759,425057,False
SAMEA2162036,MGYG000002203_4,24081,MGYG000003084_128,576,1931,True
SAMEA2162036,MGYG000000370_2,148374,MGYG000003987_118,5678,6899,False
SAMEA2162138,MGYG000001681_63,4585,MGYG000003214_294,1650,3307,False
SAMEA2162182,MGYG000002560_5,79043,MGYG000000675_35,9552,11834,True
SAMEA2162231,MGYG000002478_1,4204224,MGYG000001345_27,64214,66930,False
SAMEA2162231,MGYG000002478_1,1483725,MGYG000001345_27,64214,66929,True
SAMEA2162231,MGYG000004111_2,15953,MGYG000000205_25,16643,18135,False
SAMEA2162259,MGYG000002478_1,1755442,MGYG000001364_16,154568,170383,True
SAMEA2162259,MGYG000001302.1_5,888904,MGYG000000074_1,688274,769522,True
SAMEA2162259,MGYG000002549_6,819779,MGYG000004003_8,43403,80784,False
SAMEA2162297,MGYG000004600_3,1606,MGYG000004488_60,113,1865,False
SAMEA2162475,MGYG000002203_1,228003,MGYG000003941_14,32865,34478,True
SAMEA2162475,MGYG000001665_233,1884,MGYG000001356_5,2662,39281,False
SAMEA2162475,MGYG000003192_180,219,MGYG000002478_1,46220,4229658,True
SAMEA2162475,MGYG000001313_19,944858,MGYG000001306_87,8903,61278,False
SAMEA2162475,MGYG000001034_106,6208,MGYG000001931_10,53383,54816,True
SAMEA2162530,MGYG000001302.1_5,42381,MGYG000000074_1,688271,769523,False
SAMEA2162530,MGYG000002478_1,597159,MGYG000003163_45,3880,14799,False
SAMEA2162640,MGYG000000099_2,167195,MGYG000000070_3,80175,81829,False
SAMEA2162640,MGYG000000140_20,6612,MGYG000002298_11,6015,7522,False
SAMEA2162640,MGYG000004886_92,2540,MGYG000000070_3,80170,81830,True
SAMEA2162640,MGYG000004317_6,13020,MGYG000000065_2,48197,87321,True
SAMEA2163248,MGYG000003693_22,68481,MGYG000001963_20,634,2068,True
SAMEA2163248,MGYG000002298_9,23315,MGYG000003214_294,1648,3286,False
SAMEA2163248,MGYG000000084_3,9179,MGYG000000140_6,128505,183624,False
SAMEA2163351,MGYG000002281_26,17482,MGYG000001345_36,402766,425058,True
SAMEA2163351,MGYG000000002_26,34081,MGYG000001374_1,830275,858613,False
SAMEA2163583,MGYG000001361_4,103618,MGYG000001976_61,1024,4549,False
SAMEA2163583,MGYG000000119_6,99099,MGYG000000395_1,318889,321702,True
SAMEA2163583,MGYG000002478_1,1719114,MGYG000000215_76,4213,13266,True
SAMEA2163583,MGYG000002993_2,88871,MGYG000000370_3,99132,99824,False
SAMEA2163583,MGYG000000370_4,48079,MGYG000002238_1,44271,46364,False
SAMEA2338623,MGYG000003686_2,62797,MGYG000000090_7,47966,49604,True
SAMEA2338624,MGYG000002327_61,10648,MGYG000000220_11,7011,50503,True
SAMEA2338624,MGYG000002673_8,95043,MGYG000002863_10,3909,5217,True
SAMEA2338625,MGYG000003461_107,1484,MGYG000001866_9,52245,53995,True
SAMEA2338625,MGYG000000099_3,93383,MGYG000000070_3,80170,81824,False
SAMEA2338625,MGYG000002143_17,21550,MGYG000000070_3,80170,81823,False
SAMEA2338625,MGYG000002293_75,855,MGYG000001866_9,52246,53988,True
SAMEA2338625,MGYG000004130_3,138849,MGYG000000574_749,765,2035,False
SAMEA2338626,MGYG000003694_1,388199,MGYG000000282_28,4212,38980,True
SAMEA2338626,MGYG000000154_1,112938,MGYG000000139_1,505620,530116,False
SAMEA2338626,MGYG000003192_180,221,MGYG000002478_1,46220,4229650,True
SAMEA2338626,MGYG000004317_10,33323,MGYG000002298_31,136,41430,False
SAMEA2338626,MGYG000002297_3,3795,MGYG000003192_160,176,1678,True
SAMEA2338627,MGYG000000262_14,33455,MGYG000000077_19,78678,79559,False
SAMEA2338627,MGYG000004245_13,5330,MGYG000004551_4,91983,92838,False
SAMEA2338627,MGYG000000043_47,15195,MGYG000003992_13,31687,33011,False
SAMEA2338628,MGYG000001500_10,1409959,MGYG000004123_1,22658,23976,False
SAMEA2338629,MGYG000001378_5,162039,MGYG000001977_266,406,3136,False
SAMEA2338629,MGYG000002478_1,944607,MGYG000000105_5,429788,437253,True
SAMEA2338629,MGYG000000070_1,1328373,MGYG000003327_1,21672,72737,False
SAMEA2338629,MGYG000002478_1,3208056,MGYG000004055_26,6445,9880,False
SAMEA2338630,MGYG000000653_10,22697,MGYG000004469_1,83842,100304,False
SAMEA2338630,MGYG000000370_12,66520,MGYG000001632_43,1060,2784,True
SAMEA2338630,MGYG000002506_1,3169927,MGYG000002460_1,3824935,3861045,False
SAMEA2338631,MGYG000003686_2,62796,MGYG000000090_7,47965,49606,True
SAMEA2338631,MGYG000004797_25,771,MGYG000003097_4,24814,81938,True
SAMEA2338632,MGYG000004491_47,13588,MGYG000000584_4,65021,67656,True
SAMEA2338633,MGYG000000074_1,688657,MGYG000002171_23,4784,6097,True
SAMEA2338633,MGYG000002651_3,617,MGYG000000022_1,151600,154397,True
SAMEA2338634,MGYG000000074_2,186854,MGYG000004658_56,1466,13035,True
SAMEA2338634,MGYG000004245_7,76012,MGYG000000574_749,760,2033,True
SAMEA2338635,MGYG000000606_4,267443,MGYG000000584_72,5496,7446,True
SAMEA2338635,MGYG000000606_2,123659,MGYG000000584_72,5496,7445,True
SAMEA2338635,MGYG000000606_4,31155,MGYG000000584_72,5490,7450,False
SAMEA2338635,MGYG000002540_22,238102,MGYG000002930_11,1164,18483,False
SAMEA2338635,MGYG000000606_4,78284,MGYG000000584_72,5500,7450,True
SAMEA2338636,MGYG000004003_2,64157,MGYG000004676_11,51604,53248,False
SAMEA2338636,MGYG000000043_4,128990,MGYG000002218_9,7692,8745,True
SAMEA2338636,MGYG000002558_16,38076,MGYG000004561_59,1758,3075,True
SAMEA2338636,MGYG000002478_1,5405363,MGYG000004676_11,51603,53248,False
SAMEA2338636,MGYG000002478_1,4061631,MGYG000004676_11,51607,53254,True
SAMEA2338636,MGYG000003481_25,19684,MGYG000003977_9,360,1793,False
SAMEA2338638,MGYG000002616_19,30463,MGYG000001894_1,10625,45865,False
SAMEA2338638,MGYG000003192_180,216,MGYG000002478_1,46220,4229657,True
SAMEA2338639,MGYG000001493_5,548524,MGYG000000176_4,185055,186945,False
SAMEA2338639,MGYG000001005_15,8232,MGYG000002321_2,590063,619999,True
SAMEA2338639,MGYG000002455_20,72536,MGYG000001551_11,191690,196836,False
SAMEA2338640,MGYG000002549_6,465946,MGYG000004003_8,43400,80779,False
SAMEA2338640,MGYG000001831_20,18521,MGYG000000050_18,2754,52557,False
SAMEA2338640,MGYG000000003_6,133349,MGYG000003084_128,571,1928,False
SAMEA2338640,MGYG000003192_180,216,MGYG000002478_1,46220,4229661,True
SAMEA2338640,MGYG000001302.1_5,288434,MGYG000002549_17,70090,91817,True
SAMEA2338641,MGYG000004782_17,910,MGYG000001345_36,402765,425054,True
SAMEA2338641,MGYG000000784_2,68080,MGYG000003832_3,39151,45017,False
SAMEA2338641,MGYG000004245_13,5337,MGYG000004551_4,91991,92838,False
SAMEA2338641,MGYG000002794_70,5679,MGYG000004116_2,160521,162064,True
SAMEA2338641,MGYG000002621_10,11615,MGYG000001920_67,8988,10166,True
SAMEA2338641,MGYG000000655_25,27478,MGYG000004375_169,926,2620,False
SAMEA2338641,MGYG000000651_104,1713,MGYG000004551_4,91989,92836,False
SAMEA2338641,MGYG000002724_5,16755,MGYG000004116_2,160517,162062,False
SAMEA2338642,MGYG000002082_5,92047,MGYG000001415_2,789220,837753,True
SAMEA2338642,MGYG000002082_9,4979,MGYG000001415_2,789225,837753,False
SAMEA2338642,MGYG000003694_17,9759,MGYG000000282_28,4211,38981,True
SAMEA2338642,MGYG000001302.1_5,539416,MGYG000003084_128,573,1929,False
SAMEA2338642,MGYG000002203_4,24089,MGYG000003084_128,576,1930,True
SAMEA2338642,MGYG000002203_4,16840,MGYG000003084_128,572,1930,False
SAMEA2338644,MGYG000002556_11,54418,MGYG000004720_14,52399,53945,True
SAMEA2338644,MGYG000001599_17,50495,MGYG000000043_28,22526,23557,False
SAMEA2338645,MGYG000004379_57,2682,MGYG000001959_3,148306,149570,False
SAMEA2338645,MGYG000001789_108,2039,MGYG000001920_67,8978,10160,False
SAMEA2338645,MGYG000004658_89,133213,MGYG000001420_2,1240944,1256155,False
SAMEA2338645,MGYG000002478_1,944602,MGYG000000105_5,429788,437258,True
SAMEA2338646,MGYG000001964_70,13169,MGYG000004039_10,62851,63907,False
SAMEA2338647,MGYG000002549_3,4266,MGYG000002171_23,4777,6092,False
SAMEA2338647,MGYG000000057_56,311,MGYG000002171_23,4780,6090,False
SAMEA2338648,MGYG000002670_5,116694,MGYG000002492_1,2279635,2287643,False
SAMEA2338649,MGYG000003192_180,217,MGYG000002478_1,46220,4229660,True
SAMEA2338650,MGYG000001881_5,67008,MGYG000002454_1,2522004,2534992,False
SAMEA2338650,MGYG000004004_3,10143,MGYG000002410_12,508854,554079,False
SAMEA2338650,MGYG000000651_104,1712,MGYG000004551_4,91988,92836,False
SAMEA2338650,MGYG000001302.1_5,883818,MGYG000003084_128,568,1926,False
SAMEA2338651,MGYG000000730_1,133471,MGYG000000574_749,757,2039,False
SAMEA2338651,MGYG000000730_24,12753,MGYG000000574_749,757,2039,False
SAMEA2338651,MGYG000000730_18,21316,MGYG000000574_749,765,2039,True
SAMEA2338651,MGYG000000730_5,11280,MGYG000000574_749,756,2041,False
SAMEA2338651,MGYG000000730_8,58717,MGYG000000574_749,752,2039,False
SAMEA2338653,MGYG000000003_4,91669,MGYG000003084_128,571,1929,False
SAMEA2338653,MGYG000000730_5,11278,MGYG000000574_749,756,2041,False
SAMEA2338653,MGYG000000730_1,34451,MGYG000000574_749,765,2039,True
SAMEA2338653,MGYG000003306_16,71418,MGYG000004783_2,4674,5770,False
SAMEA2338653,MGYG000000003_1,162497,MGYG000003084_128,578,1928,True
SAMEA2338653,MGYG000000183_4,17623,MGYG000001048_314,188,1522,True
SAMEA2338653,MGYG000000183_16,26382,MGYG000001048_314,185,1525,False
SAMEA2338654,MGYG000003077_3,136407,MGYG000002884_28,20516,35714,True
SAMEA2338654,MGYG000000003_3,526807,MGYG000001420_2,234327,324603,True
SAMEA2338656,MGYG000003192_180,211,MGYG000002478_1,46220,4229656,True
SAMEA2338656,MGYG000000003_3,106243,MGYG000004658_56,1458,13027,False
SAMEA2338657,MGYG000002203_4,16847,MGYG000003084_128,571,1928,False
SAMEA2338657,MGYG000000003_2,439500,MGYG000003084_128,574,1930,False
SAMEA2338657,MGYG000002478_1,944604,MGYG000000105_5,429788,437256,True
SAMEA2338657,MGYG000003306_67,133642,MGYG000004783_2,4676,5773,True
SAMEA2338657,MGYG000002203_4,24089,MGYG000003084_128,576,1928,True
SAMEA2338657,MGYG000000730_1,195095,MGYG000000574_749,765,2039,True
SAMEA2338658,MGYG000001681_63,4582,MGYG000003214_294,1644,3280,False
SAMEA2338659,MGYG000002549_5,386145,MGYG000001346_15,231373,253930,False
SAMEA2338659,MGYG000001763_22,26933,MGYG000002108_78,11961,13563,False
SAMEA2338660,MGYG000002478_1,944609,MGYG000000105_5,429788,437249,True
SAMEA2338660,MGYG000003681_18,62256,MGYG000003097_4,24812,81933,False
SAMEA2338660,MGYG000002715_35,1737,MGYG000000550_1,208,44830,True
SAMEA2338661,MGYG000003481_31,162013,MGYG000000982_31,7163,8961,False
SAMEA2338661,MGYG000002517_1,3087175,MGYG000000060_1,450581,499069,False
SAMEA2338661,MGYG000002773_19,21212,MGYG000000982_31,7165,8959,False
SAMEA2338661,MGYG000002177_28,5800,MGYG000000982_31,7165,8959,False
SAMEA2338661,MGYG000002478_1,944592,MGYG000000105_5,429788,437256,True
SAMEA2338661,MGYG000002171_135,4460,MGYG000002438_1,331793,343815,False
SAMEA2338662,MGYG000001378_5,162040,MGYG000001977_266,407,3137,False
SAMEA2338662,MGYG000004180_24,50849,MGYG000002300_5,18448,21789,True
SAMEA2338662,MGYG000001546_5,433789,MGYG000004658_56,1460,13030,False
SAMEA2338662,MGYG000000196_22,50558,MGYG000001378_4,189633,190984,False
SAMEA2338662,MGYG000002478_1,944606,MGYG000000105_5,429788,437254,True
SAMEA2338663,MGYG000002494_5,20220,MGYG000002529_60,310,1355,False
SAMEA2338663,MGYG000000705_3,202705,MGYG000000628_2,22300,35380,False
SAMEA2338663,MGYG000004551_14,26191,MGYG000000574_749,765,2038,False
SAMEA2338664,MGYG000000703_13,77722,MGYG000002060_24,32469,33522,True
SAMEA2338664,MGYG000000887_5,3713,MGYG000004175_2,16401,18543,False
SAMEA2338664,MGYG000000137_11,90994,MGYG000004116_2,160516,162059,False
SAMEA2338664,MGYG000000887_9,49353,MGYG000004175_2,16407,18548,True
SAMEA2338665,MGYG000002556_4,3065,MGYG000004720_14,52403,53946,False
SAMEA2338666,MGYG000000225_4,99259,MGYG000003017_28,5674,7335,True
SAMEA2338666,MGYG000000243_17,13248,MGYG000000105_1,927954,940987,False
SAMEA2338667,MGYG000004006_9,129825,MGYG000002394_12,83572,86131,True
SAMEA2338667,MGYG000000074_2,186853,MGYG000004658_56,1466,13029,True
SAMEA2338668,MGYG000000003_4,51642,MGYG000003084_128,563,1919,False
SAMEA2338668,MGYG000000003_2,554687,MGYG000003084_128,576,1931,True
SAMEA2338668,MGYG000001619_49,14104,MGYG000003074_85,3234,3904,False
SAMEA2338668,MGYG000003192_180,207,MGYG000002478_1,46220,4229671,True
SAMEA2338668,MGYG000000003_6,66911,MGYG000003084_128,575,1919,True
SAMEA2338669,MGYG000000074_4,282690,MGYG000004006_1,154524,186580,True
SAMEA2338669,MGYG000004494_13,980,MGYG000003935_33,8757,10622,True
SAMEA2338670,MGYG000000144_4,430914,MGYG000003097_8,69634,71137,False
SAMEA2338670,MGYG000004006_4,64782,MGYG000004658_56,1466,13031,True
SAMEA2338671,MGYG000000003_1,551749,MGYG000003084_128,571,1934,False
SAMEA2338671,MGYG000003192_180,221,MGYG000002478_1,46220,4229642,True
SAMEA2338671,MGYG000000370_7,108804,MGYG000001632_43,1057,2785,False
SAMEA2338671,MGYG000000003_3,316043,MGYG000003084_128,576,1928,False
SAMEA2338671,MGYG000000003_9,35916,MGYG000003084_128,571,1927,False
SAMEA2338671,MGYG000000003_2,177351,MGYG000003084_128,576,1928,True
SAMEA2338672,MGYG000001310_35,16835,MGYG000001374_2,844407,851878,True
SAMEA2338672,MGYG000002455_14,194132,MGYG000002549_6,820910,901730,True
SAMEA2338672,MGYG000001015_5,12946,MGYG000000159_6,147571,149194,False
SAMEA2338672,MGYG000002549_6,99255,MGYG000001415_2,789233,837751,False
SAMEA2338672,MGYG000004228_12,1328,MGYG000001195_1,155299,164738,True
SAMEA2338672,MGYG000000144_3,251600,MGYG000001933_1,99019,103322,True
SAMEA2338673,MGYG000001378_5,162029,MGYG000001977_266,406,3136,False
SAMEA2338673,MGYG000000183_3,132334,MGYG000000215_76,4213,13235,False
SAMEA2338673,MGYG000000041_31,17974,MGYG000000282_28,4211,38972,True
SAMEA2338674,MGYG000001378_5,162041,MGYG000001977_266,408,3138,False
SAMEA2338674,MGYG000001531_8,1084839,MGYG000001065_57,21097,57403,True
SAMEA2338675,MGYG000002670_5,116708,MGYG000002492_1,2283402,2287646,False
SAMEA2338675,MGYG000000177_8,6776,MGYG000002715_25,11368,19972,True
SAMEA2338675,MGYG000001374_6,183929,MGYG000000129_8,25813,84531,True
SAMEA2338676,MGYG000001378_5,162039,MGYG000001977_266,406,3136,False
SAMEA2338676,MGYG000000196_22,50558,MGYG000001378_4,189633,190984,False
SAMEA2338676,MGYG000002696_40,6521,MGYG000002327_163,93047,95836,False
SAMEA2338676,MGYG000000074_6,22162,MGYG000001420_2,1546835,1592898,False
SAMEA2338678,MGYG000003656_13,217860,MGYG000000185_8,63088,64842,True
SAMEA2338678,MGYG000000730_11,4233,MGYG000000574_749,761,2036,True
SAMEA2338678,MGYG000000003_5,14426,MGYG000003084_128,575,1931,True
SAMEA2338678,MGYG000000361_379,1666,MGYG000001632_43,1055,2783,False
SAMEA2338678,MGYG000003656_3,39715,MGYG000000185_8,63081,64841,False
SAMEA2338678,MGYG000000730_14,27118,MGYG000000574_749,753,2036,False
SAMEA2338678,MGYG000002115_99,1646,MGYG000004248_6,2111,3728,False
SAMEA2338678,MGYG000000730_4,35235,MGYG000000574_749,765,2036,True
SAMEA2338678,MGYG000000003_1,162491,MGYG000003084_128,578,1938,True
SAMEA2338679,MGYG000003694_20,53732,MGYG000001374_1,830276,858619,True
SAMEA2338680,MGYG000000225_13,8366,MGYG000003017_28,5665,7327,False
SAMEA2338681,MGYG000000655_18,9817,MGYG000004375_169,929,2625,False
SAMEA2338681,MGYG000002530_1,1103816,MGYG000002954_11,48808,78068,False
SAMEA2338682,MGYG000000841_1,155546,MGYG000001632_43,1062,2797,True
SAMEA2338682,MGYG000002715_24,19209,MGYG000001632_43,1058,2783,False
SAMEA2338682,MGYG000004376_24,25327,MGYG000002720_9,53720,54426,False
SAMEA2338682,MGYG000000262_7,22032,MGYG000000065_2,48196,87319,True
SAMEA2338682,MGYG000003686_2,62793,MGYG000000090_7,47966,49608,True
SAMEA2338682,MGYG000004376_5,51688,MGYG000002720_9,53722,54425,True
SAMEA2338682,MGYG000004457_126,1637,MGYG000002720_9,53723,54428,True
SAMEA2338683,MGYG000002438_1,3111945,MGYG000004469_1,83837,100306,False
SAMEA2338683,MGYG000000196_32,29643,MGYG000002281_64,2370,3968,False
SAMEA2338684,MGYG000000212_5,277783,MGYG000000050_56,3890,11834,False
SAMEA2338685,MGYG000001814_9,37537,MGYG000001697_45,3240,5408,False
SAMEA2338685,MGYG000001546_5,433788,MGYG000004658_56,1459,13029,False
SAMEA2338685,MGYG000004299_2,110746,MGYG000001917_63,201,1346,True
SAMEA2338687,MGYG000000705_3,202723,MGYG000000628_2,22301,35381,False
SAMEA2338687,MGYG000000651_112,3031,MGYG000001632_43,1054,2781,False
SAMEA2338687,MGYG000004371_18,15854,MGYG000002108_78,11956,13559,True
SAMEA2338687,MGYG000000929_17,22620,MGYG000003942_3,30969,74538,True
SAMEA2338687,MGYG000000651_104,1715,MGYG000004551_4,91993,92833,False
SAMEA2338688,MGYG000000045_6,56841,MGYG000002574_458,710,2344,False
SAMEA2338688,MGYG000000070_1,1035365,MGYG000003327_1,21683,72740,True
SAMEA2338688,MGYG000000070_6,79667,MGYG000003327_1,21680,72745,True
SAMEA2338688,MGYG000002570_53,10135,MGYG000002303_1,629182,637969,False
SAMEA2338688,MGYG000002327_148,3113,MGYG000000550_1,207,44826,False
SAMEA2338689,MGYG000000723_1,263083,MGYG000004889_26,5025,6093,False
SAMEA2338689,MGYG000002007_2,260190,MGYG000000074_2,119043,141753,False
SAMEA2338689,MGYG000000044_7,81662,MGYG000002033_13,83450,86556,False
SAMEA2338689,MGYG000004775_296,1949,MGYG000002006_142,448,4284,True
SAMEA2338690,MGYG000002478_1,3741769,MGYG000003097_4,24820,81941,False
SAMEA2338690,MGYG000002912_16,17972,MGYG000004476_4,1317,7552,True
SAMEA2338690,MGYG000000045_13,34616,MGYG000000655_143,822,2582,False
SAMEA2338690,MGYG000002203_4,24087,MGYG000003084_128,575,1931,True
SAMEA2338690,MGYG000002203_4,16835,MGYG000003084_128,576,1929,False
SAMEA2338691,MGYG000001420_2,619978,MGYG000003084_128,576,1924,True
SAMEA2338691,MGYG000000437_140,2619,MGYG000000074_1,688266,769518,False
SAMEA2338691,MGYG000004599_4,15894,MGYG000001659_10,22997,41503,False
SAMEA2338691,MGYG000000217_44,16757,MGYG000000271_7,90191,91768,True
SAMEA2338691,MGYG000004658_68,3531,MGYG000003084_128,567,1924,False
SAMEA2338692,MGYG000004019_5,113650,MGYG000004185_2,205859,207194,True
SAMEA2338692,MGYG000000370_4,48071,MGYG000002238_1,44263,46364,False
SAMEA2338692,MGYG000000370_15,38395,MGYG000001632_43,1056,2783,False
SAMEA2338692,MGYG000000651_104,1707,MGYG000004551_4,91983,92832,False
SAMEA2338696,MGYG000000672_1,24389,MGYG000004402_58,12887,14613,False
SAMEA2338697,MGYG000004658_53,54454,MGYG000003084_128,576,1927,True
SAMEA2338697,MGYG000004887_2,109513,MGYG000001560_1,1454808,1457274,True
SAMEA2338697,MGYG000001665_168,1362,MGYG000004472_14,31603,32670,False
SAMEA2338697,MGYG000000655_22,28708,MGYG000003699_19,1342,3173,False
SAMEA2338697,MGYG000000084_3,9176,MGYG000000140_6,128502,183621,False
SAMEA2338697,MGYG000004658_60,15799,MGYG000003084_128,570,1934,False
SAMEA2338697,MGYG000002670_5,116708,MGYG000002492_1,2283402,2287646,False
SAMEA2338698,MGYG000001302.1_2,203557,MGYG000000074_1,688266,769519,True
SAMEA2338698,MGYG000002478_1,944607,MGYG000000105_5,429788,437253,True
SAMEA2338698,MGYG000003192_180,213,MGYG000002478_1,46220,4229648,True
SAMEA2338698,MGYG000000055_23,32924,MGYG000002556_3,171570,172993,True
SAMEA2338698,MGYG000000217_44,16757,MGYG000000271_7,90191,91768,True
SAMEA2338698,MGYG000003891_99,7070,MGYG000003214_92,1753,2932,False
SAMEA2338698,MGYG000000651_145,1607,MGYG000001632_43,1062,2786,True
SAMEA2338698,MGYG000000591_4,7865,MGYG000001858_14,36324,37859,False
SAMEA2338699,MGYG000000651_104,1715,MGYG000004551_4,91991,92836,False
SAMEA2338700,MGYG000002371_1,204413,MGYG000000074_2,364277,442107,False
SAMEA2338701,MGYG000000730_18,7884,MGYG000000574_749,765,2042,True
SAMEA2338701,MGYG000000929_8,39499,MGYG000001967_43,14011,15065,False
SAMEA2338701,MGYG000002176_77,10447,MGYG000001420_1,2029659,2041840,False
SAMEA2338701,MGYG000000183_26,11527,MGYG000001048_314,189,1524,True
SAMEA2338701,MGYG000004103_12,3874,MGYG000001967_43,14015,15065,True
SAMEA2338701,MGYG000000730_2,54611,MGYG000000574_749,765,2039,True
SAMEA2338702,MGYG000000672_1,15338,MGYG000000584_72,5495,7439,True
SAMEA2338702,MGYG000000672_7,76351,MGYG000000584_72,5485,7439,False
SAMEA2338702,MGYG000000672_8,25575,MGYG000000584_72,5483,7437,False
SAMEA2338702,MGYG000000032_23,64226,MGYG000000937_5,64926,112013,False
SAMEA2338702,MGYG000000672_8,28294,MGYG000000584_72,5484,7439,False
SAMEA2338703,MGYG000001302.1_5,1118190,MGYG000000003_3,34289,76944,True
SAMEA2338703,MGYG000002831_52,168,MGYG000001930_9,46901,54722,False
SAMEA2338703,MGYG000002549_5,554912,MGYG000001420_1,2029649,2041831,False
SAMEA2338704,MGYG000002549_6,819753,MGYG000004003_8,43393,80773,False
SAMEA2338704,MGYG000003465_8,113562,MGYG000002261_73,2329,3992,True
SAMEA2338705,MGYG000002549_5,5923,MGYG000001345_27,64212,66921,True
SAMEA2338705,MGYG000002040_5,59896,MGYG000002410_12,508855,554080,False
SAMEA2338705,MGYG000000203_34,30765,MGYG000001076_165,229,1265,True
SAMEA2338706,MGYG000001346_13,822938,MGYG000003097_4,24820,81939,False
SAMEA2338706,MGYG000002831_9,54284,MGYG000001934_52,11876,12687,False
SAMEA2338706,MGYG000000203_23,687,MGYG000001076_165,226,1262,False
SAMEA2338706,MGYG000000203_4,158485,MGYG000001076_165,225,1265,False
SAMEA2338706,MGYG000002993_2,88873,MGYG000000370_3,99132,99826,False
SAMEA2338706,MGYG000002570_53,10135,MGYG000002303_1,629182,637959,False
SAMEA2338707,MGYG000003975_18,4052,MGYG000001212_23,13484,15035,True
SAMEA2338708,MGYG000001346_13,536431,MGYG000003681_4,143255,172940,True
SAMEA2338708,MGYG000001500_10,2911366,MGYG000002006_142,443,4284,False
SAMEA2338708,MGYG000002794_7,18137,MGYG000003593_218,4038,15511,True
SAMEA2338710,MGYG000002143_1,89218,MGYG000002156_4,72092,80022,False
SAMEA2338710,MGYG000001422_3,110923,MGYG000001750_11,47883,60761,True
SAMEA2338710,MGYG000004650_169,2657,MGYG000001433_1,820487,822165,True
SAMEA2338710,MGYG000003192_180,221,MGYG000002478_1,46220,4229660,True
SAMEA2338711,MGYG000001565_16,33924,MGYG000000937_5,64939,112016,True
SAMEA2338711,MGYG000001502_6,240682,MGYG000004142_14,8050,9141,True
SAMEA2338711,MGYG000001169_235,224,MGYG000002192_52,414,2999,False
SAMEA2338711,MGYG000001500_10,1822740,MGYG000003327_1,21677,72746,True
SAMEA2338711,MGYG000000074_2,499339,MGYG000004006_1,154523,186565,False
SAMEA2338711,MGYG000004849_185,3936,MGYG000002006_23,22774,24379,False
SAMEA2338711,MGYG000002327_217,11606,MGYG000000220_11,7003,50493,False
SAMEA2338711,MGYG000000178_1,199763,MGYG000002135_3,144133,146734,False
SAMEA2338711,MGYG000000074_2,186854,MGYG000004658_56,1466,13035,True
SAMEA2338711,MGYG000002592_17,9465,MGYG000004658_56,1459,13035,True
SAMEA2338711,MGYG000000808_209,1950,MGYG000000550_1,208,44829,False
SAMEA2338711,MGYG000002340_1,2722229,MGYG000001502_6,102133,139174,True
SAMEA2338711,MGYG000000099_5,92546,MGYG000003327_1,21680,72741,True
SAMEA2338712,MGYG000001763_22,26934,MGYG000002108_78,11959,13560,False
SAMEA2338713,MGYG000003242_111,28630,MGYG000001306_12,27272,29362,True
SAMEA2338713,MGYG000000647_9,26271,MGYG000000530_39,15865,17422,True
SAMEA2338713,MGYG000000841_21,11633,MGYG000001356_5,2654,39272,False
SAMEA2338713,MGYG000000087_23,31267,MGYG000000099_8,97738,100274,True
SAMEA2338714,MGYG000000225_13,8086,MGYG000003017_28,5671,7326,False
SAMEA2338714,MGYG000004006_4,65621,MGYG000002394_12,83572,86140,True
SAMEA2338715,MGYG000001420_1,2041124,MGYG000003084_128,569,1924,False
SAMEA2338715,MGYG000000956_1,763202,MGYG000001795_5,110724,119777,False
SAMEA2338715,MGYG000004544_6,87846,MGYG000004658_122,47652,90315,True
SAMEA2338715,MGYG000000956_1,866751,MGYG000001306_87,8898,61270,True
SAMEA2338715,MGYG000000154_1,1486533,MGYG000000139_1,505622,530113,True
